����,������,�Ƕ�ռ����,��ռ����,�Ƕ�ռ���� %,��ռ���� %,ģ����,
48,"[mshtml.dll]",22,0,1.30,0.00,"mshtml.dll",
49,"[mshtml.dll]",18,2,1.06,0.12,"mshtml.dll",
50,"[mshtml.dll]",13,0,0.77,0.00,"mshtml.dll",
51,"[mshtml.dll]",13,1,0.77,0.06,"mshtml.dll",
52,"[mshtml.dll]",8,2,0.47,0.12,"mshtml.dll",
53,"[mshtml.dll]",6,0,0.35,0.00,"mshtml.dll",
54,"[mshtml.dll]",6,1,0.35,0.06,"mshtml.dll",
55,"[mshtml.dll]",5,0,0.30,0.00,"mshtml.dll",
56,"[mshtml.dll]",4,0,0.24,0.00,"mshtml.dll",
57,"[mshtml.dll]",4,0,0.24,0.00,"mshtml.dll",
58,"[mshtml.dll]",4,0,0.24,0.00,"mshtml.dll",
59,"[urlmon.dll]",2,0,0.12,0.00,"urlmon.dll",
60,"[urlmon.dll]",2,0,0.12,0.00,"urlmon.dll",
61,"[urlmon.dll]",2,1,0.12,0.06,"urlmon.dll",
62,"[urlmon.dll]",1,0,0.06,0.00,"urlmon.dll",
63,"[urlmon.dll]",1,0,0.06,0.00,"urlmon.dll",
64,"[urlmon.dll]",1,0,0.06,0.00,"urlmon.dll",
65,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
66,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
67,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
68,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
69,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
70,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
71,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
72,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
73,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
74,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
75,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
76,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
77,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
78,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
79,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
80,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
59,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
60,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
61,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
62,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
63,"[mshtml.dll]",1,1,0.06,0.06,"mshtml.dll",
59,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
60,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
61,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
62,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
63,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
64,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
65,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
66,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
67,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
68,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
69,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
70,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
71,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
56,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
57,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
58,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
59,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
60,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
61,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
62,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
63,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
64,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
65,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
66,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
67,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
68,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
69,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
70,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
71,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
72,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
73,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
52,"[d3d11.dll]",3,0,0.18,0.00,"d3d11.dll",
53,"[d3d11.dll]",3,0,0.18,0.00,"d3d11.dll",
54,"[d3d11.dll]",3,0,0.18,0.00,"d3d11.dll",
55,"[d3d11.dll]",3,0,0.18,0.00,"d3d11.dll",
56,"[KernelBase.dll]",2,0,0.12,0.00,"KernelBase.dll",
57,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
58,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
59,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
60,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
61,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
62,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
63,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
64,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
65,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
66,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
67,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
68,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
69,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
70,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
71,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
59,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
60,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
61,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
62,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
63,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
64,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
65,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
66,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
67,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
68,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
69,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
56,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
57,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
58,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
59,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
60,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
61,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
62,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
63,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
64,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
65,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
66,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
67,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
68,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
69,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
70,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
71,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
52,"[jscript9.dll]",1,1,0.06,0.06,"jscript9.dll",
50,"[win32u.dll]",2,0,0.12,0.00,"win32u.dll",
51,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
52,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
53,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
54,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
55,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
56,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
57,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
58,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
59,"[wow64cpu.dll]",2,1,0.12,0.06,"wow64cpu.dll",
60,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
61,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
62,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
63,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
64,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
65,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
66,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
67,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
68,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
69,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
50,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
51,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
52,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
53,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
54,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
55,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
56,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
57,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
58,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
59,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
60,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
61,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
62,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
63,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
64,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
65,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
66,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
67,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
49,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
50,"[user32.dll]",4,0,0.24,0.00,"user32.dll",
51,"[user32.dll]",4,0,0.24,0.00,"user32.dll",
52,"[user32.dll]",4,0,0.24,0.00,"user32.dll",
53,"[msctf.dll]",4,0,0.24,0.00,"msctf.dll",
54,"[msctf.dll]",4,0,0.24,0.00,"msctf.dll",
55,"[msctf.dll]",4,0,0.24,0.00,"msctf.dll",
56,"[msctf.dll]",3,0,0.18,0.00,"msctf.dll",
57,"[msctf.dll]",3,0,0.18,0.00,"msctf.dll",
58,"[msctf.dll]",3,0,0.18,0.00,"msctf.dll",
59,"[SogouTSF.ime]",2,0,0.12,0.00,"SogouTSF.ime",
60,"[SogouTSF.ime]",2,0,0.12,0.00,"SogouTSF.ime",
61,"[SogouTSF.ime]",1,0,0.06,0.00,"SogouTSF.ime",
62,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
63,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
64,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
65,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
66,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
67,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
68,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
69,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
70,"[SogouPY.ime]",1,1,0.06,0.06,"SogouPY.ime",
61,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
62,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
63,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
64,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
65,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
66,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
67,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
68,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
69,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
70,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
71,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
72,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
73,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
74,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
75,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
76,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
77,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
78,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
79,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
80,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
81,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
82,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
83,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
84,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
85,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
86,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
87,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
88,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
89,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
59,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
60,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
61,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
62,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
63,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
64,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
65,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
66,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
67,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
68,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
69,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
70,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
71,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
72,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
73,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
74,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
75,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
76,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
77,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
78,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
79,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
80,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
81,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
82,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
83,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
56,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
57,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
58,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
59,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
60,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
61,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
62,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
63,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
64,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
65,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
66,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
67,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
68,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
69,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
70,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
71,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
72,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
73,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
74,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
75,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
76,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
77,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
78,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
79,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
80,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
81,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
82,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
83,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
84,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
47,"[jscript9.dll]",19,0,1.12,0.00,"jscript9.dll",
48,"[jscript9.dll]",19,0,1.12,0.00,"jscript9.dll",
49,"[jscript9.dll]",19,0,1.12,0.00,"jscript9.dll",
50,"[jscript9.dll]",19,0,1.12,0.00,"jscript9.dll",
51,"[jscript9.dll]",19,0,1.12,0.00,"jscript9.dll",
52,"[jscript9.dll]",19,0,1.12,0.00,"jscript9.dll",
53,"[jscript9.dll]",19,0,1.12,0.00,"jscript9.dll",
54,"[jscript9.dll]",19,0,1.12,0.00,"jscript9.dll",
55,"[jscript9.dll]",19,1,1.12,0.06,"jscript9.dll",
56,"[jscript9.dll]",18,1,1.06,0.06,"jscript9.dll",
57,"[mshtml.dll]",12,0,0.71,0.00,"mshtml.dll",
58,"[mshtml.dll]",12,0,0.71,0.00,"mshtml.dll",
59,"[mshtml.dll]",12,0,0.71,0.00,"mshtml.dll",
60,"[mshtml.dll]",12,0,0.71,0.00,"mshtml.dll",
61,"[mshtml.dll]",12,0,0.71,0.00,"mshtml.dll",
62,"[mshtml.dll]",12,1,0.71,0.06,"mshtml.dll",
63,"[mshtml.dll]",11,0,0.65,0.00,"mshtml.dll",
64,"[mshtml.dll]",11,0,0.65,0.00,"mshtml.dll",
65,"[mshtml.dll]",11,0,0.65,0.00,"mshtml.dll",
66,"[mshtml.dll]",10,0,0.59,0.00,"mshtml.dll",
67,"[mshtml.dll]",9,2,0.53,0.12,"mshtml.dll",
68,"[mshtml.dll]",7,0,0.41,0.00,"mshtml.dll",
69,"[mshtml.dll]",7,1,0.41,0.06,"mshtml.dll",
70,"[mshtml.dll]",5,0,0.30,0.00,"mshtml.dll",
71,"[mshtml.dll]",3,0,0.18,0.00,"mshtml.dll",
72,"[mshtml.dll]",3,0,0.18,0.00,"mshtml.dll",
73,"[mshtml.dll]",2,0,0.12,0.00,"mshtml.dll",
74,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
75,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
76,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
77,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
78,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
79,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
80,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
81,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
82,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
83,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
84,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
85,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
86,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
87,"[d3d11.dll]",1,1,0.06,0.06,"d3d11.dll",
74,"[WindowsCodecs.dll]",1,0,0.06,0.00,"WindowsCodecs.dll",
75,"[WindowsCodecs.dll]",1,0,0.06,0.00,"WindowsCodecs.dll",
76,"[msvcrt.dll]",1,0,0.06,0.00,"msvcrt.dll",
77,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
78,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
79,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
80,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
81,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
82,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
83,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
84,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
85,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
86,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
87,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
88,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
89,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
90,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
91,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
92,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
73,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
74,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
75,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
76,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
77,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
78,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
79,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
80,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
81,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
82,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
83,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
84,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
85,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
71,"[t2embed.dll]",2,0,0.12,0.00,"t2embed.dll",
72,"[t2embed.dll]",2,0,0.12,0.00,"t2embed.dll",
73,"[t2embed.dll]",2,0,0.12,0.00,"t2embed.dll",
74,"[win32u.dll]",2,0,0.12,0.00,"win32u.dll",
75,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
76,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
77,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
78,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
79,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
80,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
81,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
82,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
83,"[wow64cpu.dll]",2,2,0.12,0.12,"wow64cpu.dll",
70,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
71,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
72,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
73,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
74,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
75,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
76,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
77,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
78,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
79,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
80,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
81,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
82,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
67,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
66,"[kernel32.dll]",1,1,0.06,0.06,"kernel32.dll",
57,"[jscript9.dll]",4,0,0.24,0.00,"jscript9.dll",
58,"[jscript9.dll]",4,0,0.24,0.00,"jscript9.dll",
59,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
60,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
61,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
62,"[jscript9.dll]",2,1,0.12,0.06,"jscript9.dll",
63,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
64,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
65,"[msvcrt.dll]",1,0,0.06,0.00,"msvcrt.dll",
66,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
59,"[KernelBase.dll]",2,0,0.12,0.00,"KernelBase.dll",
60,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
61,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
62,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
63,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
64,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
65,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
66,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
67,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
68,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
69,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
70,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
71,"[ntdll.dll]",2,2,0.12,0.12,"ntdll.dll",
57,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
58,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
59,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
60,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
61,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
62,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
63,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
64,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
65,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
66,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
67,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
68,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
69,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
70,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
